step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
372,73384,744,0.033262401751309456,0.5,0.8,,,,,,,,,
373,73514,746,0.042512417634728766,0.5,0.8,,,,,,,,,
374,73708,748,0.029598995604135318,0.5,0.8,,,,,,,,,
375,73950,750,0.03660856454370392,0.0,0.6666666666666666,,,,,,,,,
376,74176,752,0.04051961700910657,0.0,0.6666666666666666,,,,,,,,,
377,74418,754,0.028005930003987788,1.0,1.0,0.025169923053450702,0.0,0.5,,,,,,
378,74644,756,0.02580593035187965,1.0,1.0,,,,,,,,,
379,74870,758,0.032151277098174176,0.5,0.8,,,,,,,,,
380,74984,760,0.028540093365316876,1.0,1.0,,,,,,,,,
381,75258,762,0.03079454345105767,0.5,0.8,,,,,,,,,
382,75468,764,0.025001468938008795,1.0,1.0,,,,,,,,,
383,75614,766,0.037820340352974297,0.5,0.8,,,,,,,,,
384,75744,768,0.042992906959616446,0.5,0.8,,,,,,,,,
385,75906,770,0.024883233844364895,1.0,1.0,0.02811137407029321,1.0,1.0,,,,,,
386,76020,772,0.025889434343473246,1.0,1.0,,,,,,,,,
387,76278,774,0.028904563519273268,0.5,0.8,,,,,,,,,
388,76504,776,0.020228360864985816,1.0,1.0,,,,,,,,,
389,76762,778,0.03225733406002633,0.0,0.5,,,,,,,,,
390,76908,780,0.046352908501028446,0.0,0.5,,,,,,,,,
391,77038,782,0.031205590422506473,1.0,1.0,,,,,,,,,
392,77152,784,0.03988433790539408,0.5,0.8,,,,,,,,,
393,77298,786,0.03435241942352404,1.0,1.0,0.027799148776225916,0.0,0.6,,,,,,
394,77540,788,0.024777006396194942,0.0,0.6,,,,,,,,,
395,77670,790,0.03675288214001512,0.5,0.8,,,,,,,,,
396,77912,792,0.028006855268573723,1.0,1.0,,,,,,,,,
397,78026,794,0.036936625830575005,0.5,0.75,,,,,,,,,
398,78236,796,0.028102899080831426,1.0,1.0,,,,,,,,,
399,78478,798,0.03241333003683031,0.0,0.6666666666666666,,,,,,,,,
400,78720,800,0.02866793092515157,0.0,0.6666666666666666,,,,,,,,,
401,78866,802,0.04488024339441988,0.0,0.6666666666666666,0.025533580567862372,0.5,0.8,,,,,,
402,79140,804,0.0250244381766839,0.5,0.8,,,,,,,,,
403,79366,806,0.02483674319587603,0.5,0.75,,,,,,,,,
404,79592,808,0.03111322417229011,0.0,0.5,,,,,,,,,
405,79802,810,0.0288935074183057,0.5,0.8,,,,,,,,,
406,80060,812,0.028578025264189365,1.0,1.0,,,,,,,,,
407,80190,814,0.03434328785727303,0.5,0.8,,,,,,,,,
408,80432,816,0.02671820505441944,1.0,1.0,,,,,,,,,
409,80610,818,0.02972566138194452,0.0,0.6666666666666666,0.03190071496933443,1.0,1.0,,,,,,
410,80724,820,0.04260149726844118,0.5,0.8,,,,,,,,,
411,80982,822,0.02302585732182024,0.0,0.6,,,,,,,,,
412,81192,824,0.02865895335837615,0.5,0.8,,,,,,,,,
413,81418,826,0.028618588511761966,0.5,0.75,,,,,,,,,
414,81580,828,0.028798755117113616,0.5,0.8,,,,,,,,,
415,81806,830,0.0279250930501699,0.0,0.6666666666666666,,,,,,,,,
416,81920,832,0.03330253025772436,1.0,1.0,,,,,,,,,
417,82018,834,0.03840313715177824,0.5,0.8,0.02723639622871701,0.5,0.8,,,,,,
418,82132,836,0.030133385058486183,1.0,1.0,,,,,,,,,
419,82342,838,0.020226741585686867,1.0,1.0,,,,,,,,,
420,82456,840,0.03162859713854784,1.0,1.0,,,,,,,,,
421,82682,842,0.032509958326787845,0.5,0.8,,,,,,,,,
422,82908,844,0.019796750023291287,1.0,1.0,,,,,,,,,
423,83070,846,0.02742168879080236,1.0,1.0,,,,,,,,,
424,83328,848,0.036416517933340345,0.5,0.8,,,,,,,,,
425,83506,850,0.018432700267640857,1.0,1.0,0.04854181128447686,0.5,0.8,,,,,,
426,83748,852,0.04641337201304365,0.0,0.5,,,,,,,,,
427,83990,854,0.021446244682017702,1.0,1.0,,,,,,,,,
428,84216,856,0.019066719704142088,1.0,1.0,,,,,,,,,
429,84458,858,0.02590728339629519,1.0,1.0,,,,,,,,,
430,84604,860,0.021266392598743855,1.0,1.0,,,,,,,,,
431,84830,862,0.04593774669825181,0.0,0.5,,,,,,,,,
432,85056,864,0.03564784444662694,0.5,0.8,,,,,,,,,
433,85266,866,0.02979703478183043,0.5,0.8,0.021504010211143496,1.0,1.0,,,,,,
434,85428,868,0.034472284910629244,0.5,0.8,,,,,,,,,
435,85590,870,0.030398426995742283,0.5,0.8,,,,,,,,,
436,85704,872,0.029905247070667947,1.0,1.0,,,,,,,,,
437,85930,874,0.03216524834723584,0.0,0.6,,,,,,,,,
438,86156,876,0.0281834058045914,0.5,0.8,,,,,,,,,
439,86382,878,0.024793114711576112,0.5,0.8,,,,,,,,,
440,86640,880,0.023222072789745314,0.5,0.8,,,,,,,,,
441,86850,882,0.03440675322810596,0.0,0.6,0.03463139189874255,0.0,0.6,,,,,,
442,86996,884,0.030952126390568793,0.5,0.8,,,,,,,,,
443,87190,886,0.03969950981280515,0.0,0.6666666666666666,,,,,,,,,
444,87320,888,0.03537306254016926,1.0,1.0,,,,,,,,,
445,87450,890,0.03332812541335954,0.5,0.8,,,,,,,,,
446,87708,892,0.0329358846447667,0.5,0.8,,,,,,,,,
447,87838,894,0.02866522485889277,0.5,0.8,,,,,,,,,
448,88064,896,0.02675118262889555,1.0,1.0,,,,,,,,,
449,88258,898,0.02014983713975956,1.0,1.0,0.025867178083882437,1.0,1.0,,,,,,
450,88516,900,0.02011281646500962,0.5,0.8,,,,,,,,,
451,88758,902,0.019299979145712014,1.0,1.0,,,,,,,,,
452,89000,904,0.03482623851654717,0.0,0.5,,,,,,,,,
453,89162,906,0.032491964991048915,0.5,0.8,,,,,,,,,
454,89324,908,0.03355337370896041,0.5,0.8,,,,,,,,,
455,89550,910,0.02274560915140634,1.0,1.0,,,,,,,,,
456,89664,912,0.035178446503426,0.5,0.8,,,,,,,,,
457,89890,914,0.028356495342249155,0.5,0.8333333333333334,0.022561497986806834,1.0,1.0,,,,,,
458,91220,916,0.017449589348518244,0.0,0.6666666666666666,,,,,,,,,
459,91478,918,0.031408875759555595,1.0,1.0,,,,,,,,,
460,91704,920,0.025066044907925328,0.5,0.8333333333333334,,,,,,,,,
461,92298,922,0.02301959739502751,0.5,0.8,,,,,,,,,
462,92428,924,0.03551134930337639,0.5,0.8,,,,,,,,,
463,92542,926,0.034285129689173376,0.5,0.8,,,,,,,,,
464,92672,928,0.03466862798287365,0.5,0.8,,,,,,,,,
465,92914,930,0.019926427010777844,1.0,1.0,0.03602402928837165,0.5,0.8,,,,,,
466,93044,932,0.03727157002179012,0.5,0.8,,,,,,,,,
467,93318,934,0.021807321597152353,1.0,1.0,,,,,,,,,
468,93560,936,0.025917042701041584,1.0,1.0,,,,,,,,,
469,93786,938,0.020322793375180805,1.0,1.0,,,,,,,,,
470,94060,940,0.03534285823667821,0.0,0.5,,,,,,,,,
471,94270,942,0.023476950454504767,1.0,1.0,,,,,,,,,
472,94384,944,0.05351484689978764,0.0,0.5,,,,,,,,,
473,94514,946,0.02938018127575475,1.0,1.0,0.03158069587729688,0.0,0.5,,,,,,
474,94644,948,0.03633183132031661,0.0,0.5,,,,,,,,,
475,94774,950,0.03937869251068975,0.0,0.5,,,,,,,,,
476,94936,952,0.028706415417583685,0.5,0.8,,,,,,,,,
477,95114,954,0.03366099113578375,0.0,0.6666666666666666,,,,,,,,,
478,95244,956,0.028336408412791347,1.0,1.0,,,,,,,,,
479,95358,958,0.042460612275221396,0.0,0.6666666666666666,,,,,,,,,
480,95536,960,0.024288843013698422,1.0,1.0,,,,,,,,,
481,95762,962,0.0317376675867919,0.0,0.6666666666666666,0.02650410251806566,0.5,0.8,,,,,,
482,96004,964,0.02207317434102121,1.0,1.0,,,,,,,,,
483,96182,966,0.032684263722797736,0.5,0.8,,,,,,,,,
484,96344,968,0.02475791820004406,1.0,1.0,,,,,,,,,
485,96538,970,0.029852535645682493,1.0,1.0,,,,,,,,,
486,96764,972,0.023223839752701484,0.5,0.75,,,,,,,,,
487,96862,974,0.032091814861542695,1.0,1.0,,,,,,,,,
488,97072,976,0.028767378221566383,0.5,0.75,,,,,,,,,
489,97298,978,0.025284672116012454,1.0,1.0,0.03481037332822375,0.5,0.8,,,,,,
490,97444,980,0.03692245863319032,0.5,0.8,,,,,,,,,
491,97574,982,0.04684540994929136,0.0,0.5,,,,,,,,,
492,97832,984,0.016093643472712242,1.0,1.0,,,,,,,,,
493,98058,986,0.026808437591033192,0.0,0.6,,,,,,,,,
494,98300,988,0.024311746841468754,0.5,0.8333333333333334,,,,,,,,,
495,98526,990,0.02218543977105128,0.5,0.8,,,,,,,,,
496,98752,992,0.029348177034362054,1.0,1.0,,,,,,,,,
497,98978,994,0.02323055692334785,0.5,0.8,0.03133074529526766,0.0,0.6,,,,,,
498,99140,996,0.029357031703714252,0.5,0.8333333333333334,,,,,,,,,
499,99366,998,0.025171695321390807,0.5,0.8333333333333334,,,,,,,,,
500,99576,1000,0.03293888639524888,0.0,0.5,,,,,,,,,
501,99866,1002,0.02502613285408971,0.0,0.5,,,,,,,,,
502,100012,1004,0.02797412829946451,0.5,0.75,,,,,,,,,
503,100254,1006,0.02589333028883387,1.0,1.0,,,,,,,,,
504,100496,1008,0.027254317999507897,1.0,1.0,,,,,,,,,
505,100722,1010,0.026561335315467925,0.5,0.8,0.033250613076463806,0.0,0.6666666666666666,,,,,,
506,100900,1012,0.03185427014566813,0.5,0.8,,,,,,,,,
507,101142,1014,0.020054203443683947,1.0,1.0,,,,,,,,,
508,101384,1016,0.03232320595693454,1.0,1.0,,,,,,,,,
509,101498,1018,0.047409078304073905,0.0,0.6666666666666666,,,,,,,,,
510,101740,1020,0.02164969912926911,0.5,0.8333333333333334,,,,,,,,,
511,101950,1022,0.02606318625381671,0.5,0.8333333333333334,,,,,,,,,
512,102176,1024,0.030696033120690185,0.5,0.8,,,,,,,,,
513,102418,1026,0.02881657527973706,1.0,1.0,0.024847030711007394,1.0,1.0,,,,,,
514,102676,1028,0.03106948036378896,0.5,0.8,,,,,,,,,
515,102806,1030,0.040777793896035065,0.5,0.75,,,,,,,,,
516,103064,1032,0.029921917758710066,0.0,0.5,,,,,,,,,
517,103210,1034,0.027337567574026153,1.0,1.0,,,,,,,,,
518,103452,1036,0.023650724837877536,1.0,1.0,,,,,,,,,
519,103694,1038,0.03152189124162078,0.0,0.5,,,,,,,,,
520,103888,1040,0.02730033066498777,0.5,0.8,,,,,,,,,
521,104018,1042,0.025363246136111003,1.0,1.0,0.04100909893723934,0.0,0.6,,,,,,
522,104276,1044,0.019528411280536916,0.5,0.8333333333333334,,,,,,,,,
523,104534,1046,0.030221636276624515,1.0,1.0,,,,,,,,,
524,104664,1048,0.025195760372307342,1.0,1.0,,,,,,,,,
525,104826,1050,0.039889620161792434,0.0,0.6,,,,,,,,,
526,104956,1052,0.03999668003745625,0.0,0.5,,,,,,,,,
527,105070,1054,0.02906288944074602,1.0,1.0,,,,,,,,,
528,105200,1056,0.04282232207574566,0.0,0.5,,,,,,,,,
529,105410,1058,0.029932394671998454,1.0,1.0,0.027815435884826607,0.5,0.75,,,,,,
530,105540,1060,0.04410376564413042,0.5,0.8,,,,,,,,,
531,105750,1062,0.0233070164393857,0.5,0.75,,,,,,,,,
532,105896,1064,0.02866251957293899,0.5,0.8333333333333334,,,,,,,,,
533,106010,1066,0.03810049699466781,0.5,0.8,,,,,,,,,
534,106236,1068,0.02598711358618938,1.0,1.0,,,,,,,,,
535,106478,1070,0.025021268919719963,0.5,0.8,,,,,,,,,
536,106608,1072,0.034935773046749996,1.0,1.0,,,,,,,,,
537,106834,1074,0.02386199945467703,1.0,1.0,0.032139832999530146,1.0,1.0,,,,,,
538,107092,1076,0.03188018130884999,0.5,0.8333333333333334,,,,,,,,,
539,107334,1078,0.027446989148132008,0.5,0.8,,,,,,,,,
540,107512,1080,0.029599215668467672,0.5,0.75,,,,,,,,,
541,107738,1082,0.024414811502688604,1.0,1.0,,,,,,,,,
542,107996,1084,0.026284758537565407,0.5,0.8333333333333334,,,,,,,,,
543,108142,1086,0.03425610758633865,0.5,0.8,,,,,,,,,
544,108384,1088,0.022271982847551424,0.5,0.8,,,,,,,,,
545,108594,1090,0.032651145302390716,0.5,0.75,0.03985526572048456,0.0,0.6666666666666666,,,,,,
546,108724,1092,0.033199338751102515,1.0,1.0,,,,,,,,,
547,108966,1094,0.02660144946388831,0.5,0.8333333333333334,,,,,,,,,
548,109192,1096,0.027820512932719338,1.0,1.0,,,,,,,,,
549,109354,1098,0.028000541680800323,0.5,0.8,,,,,,,,,
550,109580,1100,0.025593536117450442,1.0,1.0,,,,,,,,,
551,109806,1102,0.020894803350689377,0.5,0.8333333333333334,,,,,,,,,
552,109920,1104,0.03706836365215963,1.0,1.0,,,,,,,,,
553,111874,1106,0.01412190904540884,1.0,1.0,0.03434317964723221,0.5,0.8,,,,,,
554,112036,1108,0.02514960338667561,1.0,1.0,,,,,,,,,
555,112166,1110,0.031133156266538436,0.5,0.8,,,,,,,,,
556,112424,1112,0.017888176665595952,1.0,1.0,,,,,,,,,
557,112650,1114,0.03911041605223382,0.5,0.8,,,,,,,,,
558,112780,1116,0.03400517953104697,0.5,0.8,,,,,,,,,
559,113022,1118,0.02087693912931627,1.0,1.0,,,,,,,,,
560,113264,1120,0.016049122307011204,1.0,1.0,,,,,,,,,
561,113490,1122,0.023565025655432077,0.5,0.8,0.03484197534798438,0.5,0.8,,,,,,
562,113652,1124,0.027193980289546744,0.5,0.8,,,,,,,,,
563,113782,1126,0.0346339459516264,0.5,0.8,,,,,,,,,
564,114024,1128,0.030050570726984537,0.5,0.8,,,,,,,,,
565,114538,1130,0.01836661589417659,0.5,0.8333333333333334,,,,,,,,,
566,114780,1132,0.022454652985976733,0.0,0.5,,,,,,,,,
567,114894,1134,0.03638404518845456,0.0,0.6,,,,,,,,,
568,115056,1136,0.03647501971503016,0.5,0.8,,,,,,,,,
569,115314,1138,0.028148431695894517,0.5,0.8333333333333334,0.031408544852277794,0.0,0.6666666666666666,,,,,,
570,115444,1140,0.03362841009766299,0.0,0.6666666666666666,,,,,,,,,
571,115574,1142,0.03791176940608693,0.0,0.6666666666666666,,,,,,,,,
572,115672,1144,0.035516062239124346,0.5,0.75,,,,,,,,,
573,115850,1146,0.035185545928082484,0.5,0.8333333333333334,,,,,,,,,
574,116044,1148,0.02513381419081706,1.0,1.0,,,,,,,,,
575,116238,1150,0.02366089409722993,1.0,1.0,,,,,,,,,
576,116368,1152,0.036129085086024304,0.5,0.8,,,,,,,,,
577,116482,1154,0.024301288609490584,1.0,1.0,0.02366682305182039,0.5,0.8,,,,,,
578,116596,1156,0.02993489552403584,1.0,1.0,,,,,,,,,
579,116822,1158,0.025261303559482418,0.5,0.8,,,,,,,,,
580,117032,1160,0.04333705205352562,0.0,0.5,,,,,,,,,
581,117258,1162,0.019408410060757515,1.0,1.0,,,,,,,,,
582,117484,1164,0.03880237241606941,0.5,0.8,,,,,,,,,
583,117598,1166,0.033055846855433106,1.0,1.0,,,,,,,,,
584,117840,1168,0.016356233772719258,1.0,1.0,,,,,,,,,
585,117986,1170,0.022276666605476347,1.0,1.0,0.051555148557137165,0.0,0.5,,,,,,
586,118148,1172,0.04878137252048009,0.0,0.5,,,,,,,,,
587,118390,1174,0.03618842543234738,0.5,0.8,,,,,,,,,
588,118648,1176,0.035954929088237435,0.5,0.8,,,,,,,,,
589,118890,1178,0.024374511938732513,0.5,0.8,,,,,,,,,
590,119180,1180,0.025466864187322802,0.5,0.8,,,,,,,,,
591,119358,1182,0.027414267914331582,0.5,0.8,,,,,,,,,
592,119584,1184,0.02819365186646938,0.0,0.5,,,,,,,,,
593,119826,1186,0.02644297018275847,0.5,0.75,0.028943206733898705,0.5,0.75,,,,,,
594,120052,1188,0.02433980091981604,0.5,0.8,,,,,,,,,
595,120182,1190,0.02767033292636142,1.0,1.0,,,,,,,,,
596,120312,1192,0.024882945274617894,1.0,1.0,,,,,,,,,
597,120458,1194,0.048382764479544364,0.0,0.6666666666666666,,,,,,,,,
598,120668,1196,0.02635108645938929,1.0,1.0,,,,,,,,,
599,120894,1198,0.03911673440326175,0.0,0.6666666666666666,,,,,,,,,
600,121120,1200,0.030798950011120343,0.5,0.8,,,,,,,,,
601,121330,1202,0.023098121007390265,1.0,1.0,0.03480058382898096,0.5,0.8,,,,,,
602,121460,1204,0.03728204878146528,0.5,0.8,,,,,,,,,
603,121702,1206,0.03877164636724168,0.0,0.6666666666666666,,,,,,,,,
604,121912,1208,0.035676775688094284,0.0,0.6666666666666666,,,,,,,,,
605,122026,1210,0.03001636485535398,1.0,1.0,,,,,,,,,
606,122172,1212,0.03959188147515255,0.0,0.6666666666666666,,,,,,,,,
607,122334,1214,0.029397769177298187,0.5,0.8,,,,,,,,,
608,122496,1216,0.03225320336912591,1.0,1.0,,,,,,,,,
609,122610,1218,0.040525298463606176,0.0,0.5,0.021462987257522825,1.0,1.0,,,,,,
610,122756,1220,0.031067939625536382,0.5,0.8,,,,,,,,,
611,122998,1222,0.02550915825198581,1.0,1.0,,,,,,,,,
612,123224,1224,0.021206895315224954,1.0,1.0,,,,,,,,,
613,123434,1226,0.028016138726168968,0.0,0.6,,,,,,,,,
614,123628,1228,0.026183984413632688,1.0,1.0,,,,,,,,,
615,123806,1230,0.027672392008542542,0.5,0.8333333333333334,,,,,,,,,
616,124080,1232,0.023598295970728198,0.5,0.8,,,,,,,,,
617,124194,1234,0.02898160649761556,1.0,1.0,0.012424369705590813,1.0,1.0,,,,,,
618,124340,1236,0.03406580613576605,1.0,1.0,,,,,,,,,
619,124598,1238,0.029442735313524086,0.0,0.5,,,,,,,,,
620,124744,1240,0.027906896714449785,1.0,1.0,,,,,,,,,
621,124874,1242,0.03818276284116735,0.5,0.8,,,,,,,,,
622,125116,1244,0.03628733498701149,0.0,0.5,,,,,,,,,
623,125342,1246,0.03161671834625119,0.5,0.8,,,,,,,,,
624,125488,1248,0.021938759262107446,1.0,1.0,,,,,,,,,
625,125618,1250,0.037283083683795445,0.5,0.8,0.02885617371939058,1.0,1.0,,,,,,
626,125844,1252,0.03612941927889584,0.0,0.5,,,,,,,,,
627,125990,1254,0.026706592745282608,1.0,1.0,,,,,,,,,
628,126120,1256,0.03137828172879466,1.0,1.0,,,,,,,,,
629,126410,1258,0.026799950309542422,0.5,0.8,,,,,,,,,
630,126524,1260,0.029506494192612864,1.0,1.0,,,,,,,,,
631,126798,1262,0.026413497466282933,1.0,1.0,,,,,,,,,
632,126912,1264,0.0252619540826767,1.0,1.0,,,,,,,,,
633,127026,1266,0.03734725032528981,0.5,0.8,0.023974755588560583,1.0,1.0,,,,,,
634,127268,1268,0.027692878693235796,0.5,0.75,,,,,,,,,
635,127398,1270,0.03459111629536864,0.5,0.8,,,,,,,,,
636,127640,1272,0.028576071569354097,0.5,0.8,,,,,,,,,
637,127882,1274,0.02949099387638398,0.5,0.8333333333333334,,,,,,,,,
638,128172,1276,0.018430220402132515,1.0,1.0,,,,,,,,,
639,128446,1278,0.026556419163125608,1.0,1.0,,,,,,,,,
640,128576,1280,0.03839848571717085,0.5,0.75,,,,,,,,,
641,128754,1282,0.027889522712665978,0.5,0.8,0.028946255472125208,0.5,0.8,,,,,,
642,128884,1284,0.028742830611702744,1.0,1.0,,,,,,,,,
643,129110,1286,0.02888060394829998,0.0,0.5,,,,,,,,,
644,129560,1288,0.017954682847413812,1.0,1.0,,,,,,,,,
645,129786,1290,0.028892822069783834,0.0,0.6,,,,,,,,,
646,130028,1292,0.026272047579555875,1.0,1.0,,,,,,,,,
647,130270,1294,0.02718192605060419,0.5,0.8333333333333334,,,,,,,,,
648,130480,1296,0.027152412050460886,1.0,1.0,,,,,,,,,
649,130738,1298,0.030656276910677037,0.0,0.6666666666666666,0.0406191007609706,0.5,0.8,,,,,,
650,131060,1300,0.020123887696604014,1.0,1.0,,,,,,,,,
651,131254,1302,0.020492205663650034,0.5,0.75,,,,,,,,,
652,131400,1304,0.03377136195352301,0.5,0.8,,,,,,,,,
653,131562,1306,0.027897925408442232,0.5,0.8333333333333334,,,,,,,,,
654,131740,1308,0.02637176544127463,0.5,0.8,,,,,,,,,
655,131998,1310,0.02693047818311868,0.0,0.6666666666666666,,,,,,,,,
656,132256,1312,0.019316987044112752,1.0,1.0,,,,,,,,,
657,132482,1314,0.02677286920512497,0.5,0.8,0.027957946709322525,0.5,0.8333333333333334,,,,,,
658,132644,1316,0.02582934419370008,1.0,1.0,,,,,,,,,
659,132758,1318,0.030588146190170196,1.0,1.0,,,,,,,,,
660,132968,1320,0.0268096016558077,1.0,1.0,,,,,,,,,
661,133210,1322,0.03534891150947412,0.0,0.6,,,,,,,,,
662,133324,1324,0.03071122158958133,1.0,1.0,,,,,,,,,
663,133454,1326,0.05274798222595905,0.0,0.5,,,,,,,,,
664,133600,1328,0.03537311307798088,0.5,0.8,,,,,,,,,
665,133730,1330,0.03286990065170243,0.5,0.8,0.024322634958664362,1.0,1.0,,,,,,
666,133876,1332,0.01685405391664037,1.0,1.0,,,,,,,,,
667,134006,1334,0.0330017854995603,1.0,1.0,,,,,,,,,
668,134136,1336,0.03686236211715255,0.5,0.8333333333333334,,,,,,,,,
669,134234,1338,0.04155819822590956,0.5,0.8,,,,,,,,,
670,134364,1340,0.05586394008851785,0.0,0.5,,,,,,,,,
671,134606,1342,0.03546895117735676,0.5,0.8,,,,,,,,,
672,134736,1344,0.026148613247770527,1.0,1.0,,,,,,,,,
673,134978,1346,0.020958288262985965,1.0,1.0,0.04353699650618581,0.5,0.8333333333333334,,,,,,
674,135220,1348,0.025876448907726328,0.5,0.8333333333333334,,,,,,,,,
675,135430,1350,0.022937967032804547,1.0,1.0,,,,,,,,,
676,135560,1352,0.03676917947058428,0.5,0.8333333333333334,,,,,,,,,
677,135754,1354,0.030936526415363614,1.0,1.0,,,,,,,,,
678,135948,1356,0.02847702108856709,0.0,0.6,,,,,,,,,
679,136078,1358,0.022349452327396758,1.0,1.0,,,,,,,,,
680,136320,1360,0.01963789103645413,1.0,1.0,,,,,,,,,
681,136450,1362,0.047197772949404,0.0,0.5,0.015563912684847879,1.0,1.0,,,,,,
682,136708,1364,0.02739773099287476,0.5,0.8,,,,,,,,,
683,136870,1366,0.030306542584967244,1.0,1.0,,,,,,,,,
684,137064,1368,0.028379055751828825,0.5,0.8,,,,,,,,,
685,137354,1370,0.02867335123846841,0.5,0.8,,,,,,,,,
686,137564,1372,0.03570429640017822,1.0,1.0,,,,,,,,,
687,137822,1374,0.023831300989868114,1.0,1.0,,,,,,,,,
688,137968,1376,0.03770365553945945,0.5,0.8333333333333334,,,,,,,,,
689,138210,1378,0.02302491509559453,1.0,1.0,0.03276577268057565,0.5,0.8,,,,,,
690,138420,1380,0.02740388599795079,1.0,1.0,,,,,,,,,
691,138582,1382,0.029186188862955535,0.5,0.8333333333333334,,,,,,,,,
692,138712,1384,0.029062463281290148,1.0,1.0,,,,,,,,,
693,138922,1386,0.03126938856167411,1.0,1.0,,,,,,,,,
694,139148,1388,0.024419462729105623,1.0,1.0,,,,,,,,,
695,139374,1390,0.03173445147173749,0.5,0.8,,,,,,,,,
696,139568,1392,0.025519781923963286,1.0,1.0,,,,,,,,,
697,139778,1394,0.022975424224419803,1.0,1.0,0.03889512199806139,0.0,0.5,,,,,,
698,140020,1396,0.019693487202757144,1.0,1.0,,,,,,,,,
699,140134,1398,0.05192511298241536,0.5,0.8,,,,,,,,,
700,140248,1400,0.0590472876329321,0.0,0.5,,,,,,,,,
701,140474,1402,0.03106054827417763,0.5,0.8,,,,,,,,,
702,140652,1404,0.02522293942901053,1.0,1.0,,,,,,,,,
703,140894,1406,0.021667862912895394,1.0,1.0,,,,,,,,,
704,141120,1408,0.024384537515571927,1.0,1.0,,,,,,,,,
705,141378,1410,0.020750121006202993,1.0,1.0,0.02246981787256391,1.0,1.0,,,,,,
706,141636,1412,0.014038177710971381,1.0,1.0,,,,,,,,,
707,141750,1414,0.035803544251596445,0.5,0.8,,,,,,,,,
708,142008,1416,0.02399377477012621,0.5,0.8,,,,,,,,,
709,142122,1418,0.034160990334462446,1.0,1.0,,,,,,,,,
710,142348,1420,0.027238679177485858,0.0,0.5,,,,,,,,,
711,142478,1422,0.027534865938332587,1.0,1.0,,,,,,,,,
712,142720,1424,0.026836119040471507,0.5,0.8333333333333334,,,,,,,,,
713,142946,1426,0.026818190027328388,1.0,1.0,0.025619023922735247,1.0,1.0,,,,,,
714,143076,1428,0.03851481800964336,1.0,1.0,,,,,,,,,
715,143366,1430,0.025066550366873185,1.0,1.0,,,,,,,,,
716,143624,1432,0.024986248891334238,0.5,0.8,,,,,,,,,
717,143770,1434,0.03578166071357802,0.5,0.8,,,,,,,,,
718,143996,1436,0.02567115905682483,0.5,0.8,,,,,,,,,
719,144126,1438,0.05437470012112783,0.0,0.5,,,,,,,,,
720,144336,1440,0.01903182083652994,1.0,1.0,,,,,,,,,
721,144578,1442,0.028797792535751494,1.0,1.0,0.03215257044284145,0.5,0.75,,,,,,
722,144852,1444,0.02461715198842432,0.5,0.8,,,,,,,,,
723,145078,1446,0.020808586196112627,0.5,0.8,,,,,,,,,
724,145208,1448,0.03534681939994584,0.5,0.8,,,,,,,,,
725,145354,1450,0.034215489716652885,0.5,0.75,,,,,,,,,
726,145484,1452,0.028501419951728762,1.0,1.0,,,,,,,,,
727,145710,1454,0.031356797835940795,0.5,0.8,,,,,,,,,
728,145984,1456,0.024855341691947933,0.5,0.75,,,,,,,,,
729,146098,1458,0.02979783915828063,0.5,0.8,0.03251948652088736,0.5,0.8,,,,,,
730,146292,1460,0.026112635354976613,1.0,1.0,,,,,,,,,
731,146582,1462,0.012610590376687013,1.0,1.0,,,,,,,,,
732,146792,1464,0.027529693485093258,0.5,0.8333333333333334,,,,,,,,,
733,147050,1466,0.020603056358615677,1.0,1.0,,,,,,,,,
734,147260,1468,0.027259475972964537,0.5,0.8,,,,,,,,,
735,147486,1470,0.02838634798692202,0.5,0.8333333333333334,,,,,,,,,
736,147744,1472,0.028759498774086296,0.5,0.8,,,,,,,,,
737,147986,1474,0.027748165127498396,0.0,0.6666666666666666,0.0327233478043124,0.5,0.8,,,,,,
738,148228,1476,0.024251989018317245,1.0,1.0,,,,,,,,,
739,148342,1478,0.02938708412633657,1.0,1.0,,,,,,,,,
740,148584,1480,0.02690213762140714,0.0,0.6,,,,,,,,,
741,148778,1482,0.018946692580975654,1.0,1.0,,,,,,,,,
742,149004,1484,0.030477516137191123,0.5,0.8333333333333334,,,,,,,,,
743,149246,1486,0.023617048972398764,0.5,0.8333333333333334,,,,,,,,,
744,149472,1488,0.024945339626683237,1.0,1.0,,,,,,,,,
745,149602,1490,0.04714116501036471,0.0,0.5,0.03901888025594366,0.5,0.8,,,,,,
746,149716,1492,0.04545538771153263,0.0,0.5,,,,,,,,,
747,149942,1494,0.02995518031045419,0.5,0.75,,,,,,,,,
748,150088,1496,0.03772635921579675,0.5,0.75,,,,,,,,,
749,150378,1498,0.021372161825853234,1.0,1.0,,,,,,,,,
750,150540,1500,0.02985212529642058,0.5,0.8333333333333334,,,,,,,,,
751,150782,1502,0.022759561194836353,0.5,0.75,,,,,,,,,
752,150896,1504,0.03058345674268367,1.0,1.0,,,,,,,,,
753,151058,1506,0.03539055832543954,0.0,0.6666666666666666,0.02521445005520974,1.0,1.0,,,,,,
754,151268,1508,0.03075567366159869,0.5,0.8,,,,,,,,,
